college_id,UG_fee,PG_fee
5935,"88,960","75,000"
5936,"65,000","75,000"
5937,"32,380","46,380"
5938,"39,436",--
5939,"1,20,000","1,00,000"
5940,--,--
5941,"46,750","61,500"
5942,--,--
5943,"81,000","66,000"
5944,"65,200","75,200"
5945,"28,500",--
5946,--,--
5947,--,--
5948,"13,000","22,000"
5949,"26,545","15,445"
5950,"5,90,000","1,90,000"
5951,--,--
5952,--,--
5953,--,--
5954,--,--
5955,--,--
5956,"57,400",--
5957,"36,404",--
5958,"15,600",--
5959,"1,27,000",--
5960,--,--
5961,"9,000","6,900"
5962,"60,000",--
5963,"1,650",--
5964,"1,250",--
5965,"1,000",--
5966,"3,000","1,000"
5967,--,--
5968,"10,300",--
5969,"2,220",--
5970,--,--
5971,"1,50,500","1,54,000"
5972,"10,250",--
5973,"33,518","18,218"
5974,--,--
5975,--,--
5976,--,--
5977,--,--
5978,"1,31,000","1,81,000"
5979,"30,000","30,000"
5980,"33,580","17,050"
5981,"1,36,000","54,000"
5982,"63,500",--
5983,"35,700","40,700"
5984,"57,900","31,900"
5985,"24,000","30,000"
5986,--,--
5987,"7,850",--
5988,"11,200",--
5989,"2,284",--
5990,"85,000","62,000"
5991,"1,30,250","66,000"
5992,--,--
5993,"2,350","2,850"
5994,"44,000","34,850"
5995,"20,320",--
5996,"30,000","55,000"
5997,"75,000",--
5998,"50,000",--
5999,"63,000","20,000"
6000,"30,000","40,000"
6001,"78,000",--
6002,"1,25,000",--
6003,"60,000",--
6004,"1,29,200",--
6005,"15,000",--
6006,"10,000",--
6007,"18,600",--
6008,--,--
6009,"1,75,000","1,75,000"
6010,--,--
6011,--,--
6012,"40,000",--
6013,--,--
6014,"65,500","65,500"
6015,"88,600","33,600"
6016,"65,000","44,000"
6017,"64,600","54,500"
6018,"1,00,000","1,00,000"
6019,"64,000","65,000"
6020,"55,000",--
6021,"44,000",--
6022,"54,000",--
6023,"45,000","45,000"
6024,"60,000",--
6025,"42,000",--
6026,"7,440",--
6027,"1,22,290","1,09,526"
6028,"1,46,500","2,00,500"
6029,--,--
6030,"60,000",--
6031,--,--
6032,"40,353",--
6033,--,--
6034,--,--
6035,--,--
6036,"1,05,000",--
6037,--,--
6038,"12,900","19,650"
6039,"4,500",--
6040,"6,350",--
6041,"13,452","48,187"
6042,"9,480","86,200"
6043,"88,695","1,02,685"
6044,--,--
6045,"1,20,000","90,000"
6046,"28,350",--
6047,"1,44,400","89,400"
6048,"2,29,900","32,019"
6049,"3,99,475","3,99,475"
6050,"59,500","57,375"
6051,"1,30,000","83,500"
6052,--,--
6053,"1,02,300",--
6054,"14,000","14,000"
6055,"17,290",--
6056,--,--
6057,--,--
6058,"37,200","37,200"
6059,"16,000",--
6060,"42,300","42,300"
6061,"8,80,000","52,000"
6062,"3,67,000",--
6063,"61,804",--
6064,"62,194",--
6065,--,--
6066,--,--
6067,"62,275",--
6068,"63,987",--
6069,"85,000",--
6070,"37,407",--
6071,--,--
6072,"1,28,875","85,162"
6073,"69,856","42,846"
6074,"64,554",--
6075,--,--
6076,--,--
6077,"7,640","13,010"
6078,"28,400",--
6079,"29,919",--
6080,"3,99,475","78,625"
6081,"8,520",--
6082,--,--
6083,"9,876",--
6084,"7,130",--
6085,--,--
6086,"5,540",--
6087,"19,305","1,06,140"
6088,--,--
6089,"14,000","50,000"
6090,"17,290","18,880"
6091,--,--
6092,--,--
6093,--,--
6094,"8,800",--
6095,"42,300",--
6096,"6,180","6,515"
6097,"78,625",--
6098,"6,260",--
6099,"8,920",--
6100,--,--
6101,"8,906","33,906"
6102,--,--
6103,"4,760",--
6104,"7,708",--
6105,"8,320","46,787"
6106,"8,780",--
6107,"7,805","44,640"
6108,"5,440","47,926"
6109,"10,000","11,105"
6110,"8,265","39,910"
6111,"7,250",--
6112,"7,880",--
6113,"6,260",--
6114,"5,980","6,515"
6115,"28,400",--
6116,"29,919",--
6117,--,--
6118,--,--
6119,"8,906",--
6120,"6,660",--
6121,--,--
6122,"4,760",--
6123,"7,708",--
6124,"8,110",--
6125,"8,920",--
6126,"63,060","18,035"
6127,"23,320","30,000"
6128,"31,690","27,874"
6129,--,--
6130,"23,339","50,339"
6131,--,--
6132,"8,280",--
6133,"7,880",--
6134,"1,02,978","69,500"
6135,"1,95,000",--
6136,"1,19,000","35,056"
6137,"40,000","40,000"
6138,--,--
6139,"3,50,000","1,02,000"
6140,--,--
6141,"60,000",--
6142,--,--
6143,"72,370","42,000"
6144,"5,62,000",--
6145,"47,734",--
6146,"88,100",--
6147,"17,935",--
6148,"21,000","26,400"
6149,"27,882","39,512"
6150,"12,200","39,452"
6151,"20,470","29,640"
6152,"1,45,600","92,172"
6153,--,--
6154,"81,000",--
6155,"70,000","87,000"
6156,"19,850","16,800"
6157,"25,000","32,000"
6158,--,--
6159,"10,000",--
6160,"45,000",--
6161,--,--
6162,"15,050",--
6163,"15,350",--
6164,"15,350",--
6165,"90,000","1,00,000"
6166,--,--
6167,"81,000","7,000"
6168,"33,080","52,210"
6169,"29,000",--
6170,"50,000","19,000"
6171,"8,000","1,500"
6172,"63,000","60,000"
6173,--,--
6174,"25,000","38,000"
6175,"58,500",--
6176,"15,350",--
6177,"30,000","30,000"
6178,"26,400","20,470"
6179,--,--
6180,"37,172",--
6181,"81,000","10,000"
6182,"6,250",--
6183,"19,000","56,000"
6184,"6,740",--
6185,"11,250","8,800"
6186,"53,000","43,000"
6187,"7,180",--
6188,--,--
6189,"12,500","15,000"
6190,"34,000","58,500"
6191,"15,350",--
6192,"15,000","30,000"
6193,"60,000",--
6194,--,--
6195,"81,000",--
6196,"6,250",--
6197,"50,000","38,000"
6198,--,--
6199,"6,340",--
6200,"42,600",--
6201,"6,000","20,025"
6202,"60,000","28,000"
6203,--,--
6204,"10,000","12,500"
6205,"34,000",--
6206,"37,900",--
6207,"13,000","13,000"
6208,"30,000",--
6209,"6,250",--
6210,"33,080",--
6211,--,--
6212,"81,000",--
6213,"19,000","15,000"
6214,--,--
6215,"5,940","3,030"
6216,"40,600",--
6217,"50,700",--
6218,"5,000","2,620"
6219,"28,000","38,000"
6220,"5,400","12,100"
6221,--,--
6222,"20,000","12,500"
6223,"34,000","34,000"
6224,"37,300","40,900"
6225,"25,000",--
6226,"14,000","15,000"
6227,"30,000",--
6228,"30,000",--
6229,"22,500",--
6230,--,--
6231,"85,000",--
6232,"19,000",--
6233,"63,000","43,000"
6234,--,--
6235,"10,000",--
6236,"15,350",--
6237,"20,000","20,000"
6238,--,--
6239,"26,400","33,080"
6240,--,--
6241,"81,000",--
6242,"95,000","70,000"
6243,--,--
6244,"63,000","85,100"
6245,--,--
6246,"25,000","30,000"
6247,--,--
6248,"21,000",--
6249,"1,00,000","60,000"
6250,"10,050",--
6251,"1,55,000","1,25,000"
6252,--,--
6253,"59,000","58,500"
6254,"2,50,000",--
6255,"85,000",--
6256,"40,000","40,000"
6257,"81,000",--
6258,"1,20,000","70,000"
6259,"1,05,000","1,15,000"
6260,--,--
6261,"60,000",--
6262,--,--
6263,"81,000",--
6264,"70,000","75,000"
6265,"85,100","48,000"
6266,--,--
6267,"58,000",--
6268,"35,000","15,000"
6269,"2,53,700","43,000"
6270,"3,75,000","2,35,000"
6271,"5,060","5,010"
6272,"1,06,000","1,06,000"
6273,"16,000",--
6274,"1,35,000",--
6275,"1,25,000",--
6276,"3,516",--
6277,--,--
6278,"1,500",--
6279,"1,46,000","7,50,000"
6280,"1,57,400","23,250"
6281,"1,45,000","1,10,000"
6282,"1,45,000","1,80,000"
6283,"13,950","5,060"
6284,"1,18,000","74,000"
6285,"50,000","80,000"
6286,"2,06,750",--
6287,"41,000","1,19,000"
6288,"55,000","1,15,000"
6289,"44,520",--
6290,--,--
6291,"35,310",--
6292,"3,00,000",--
6293,"60,000",--
6294,"39,000","43,000"
6295,"28,000","95,000"
6296,"5,010","45,000"
6297,"1,09,900","1,57,400"
6298,"1,48,000","1,01,000"
6299,"50,000","40,000"
6300,"1,14,000","66,000"
6301,"32,120",--
6302,"19,910",--
6303,--,--
6304,"30,620",--
6305,--,--
6306,"27,540",--
6307,"32,610",--
6308,"72,220",--
6309,"65,000","85,000"
6310,"4,810","13,350"
6311,"88,500","1,17,360"
6312,"1,80,000","78,000"
6313,"30,000","40,000"
6314,"87,300","36,500"
6315,"22,000","60,000"
6316,"15,200",--
6317,--,--
6318,"19,320",--
6319,--,--
6320,"24,550",--
6321,"21,540",--
6322,"20,730",--
6323,"41,820",--
6324,"7,50,000",--
6325,"75,000","91,000"
6326,"4,910","8,210"
6327,"30,500","88,500"
6328,"1,05,000","88,000"
6329,"40,000","24,000"
6330,"46,000","83,000"
6331,"20,000","50,000"
6332,"15,000",--
6333,"19,870",200
6334,"14,510",--
6335,--,--
6336,"19,970",--
6337,--,--
6338,"24,550",--
6339,"41,230",--
6340,--,--
6341,--,--
6342,"20,730","34,110"
6343,"2,50,000","3,00,000"
6344,"28,620","42,220"
6345,"1,20,000","2,55,000"
6346,"70,000","70,000"
6347,"76,000","81,500"
6348,"1,16,800","55,000"
6349,"2,35,000","2,20,000"
6350,"1,21,000","74,000"
6351,"2,40,000","2,50,000"
6352,"3,516",--
6353,"95,000","23,000"
6354,"1,09,900","73,900"
6355,"1,38,000","1,03,000"
6356,"70,000","88,000"
6357,"6,020","5,225"
6358,"1,10,000",--
6359,"1,80,000","3,50,000"
6360,"1,84,000","1,69,000"
6361,"1,20,000","1,00,000"
6362,"1,45,000","1,75,000"
6363,"13,950","4,610"
6364,"95,000",--
6365,"50,000","70,000"
6366,"1,33,800","85,700"
6367,"1,23,000",--
6368,"26,960",--
6369,"6,525",--
6370,"7,450",--
6371,"11,100",--
6372,"8,000",--
6373,"7,550",--
6374,"10,500",--
6375,--,--
6376,"63,000","42,500"
6377,"24,240",--
6378,"47,470","1,47,600"
6379,"31,300",--
6380,"31,625","24,125"
6381,"3,000",--
6382,"42,000",--
6383,"10,300","30,290"
6384,--,--
6385,"24,700","10,850"
6386,"75,000","56,000"
6387,"28,540",--
6388,"17,000","18,600"
6389,"34,300",--
6390,"12,550","19,070"
6391,"24,125","24,125"
6392,"9,050",--
6393,"2,000",--
6394,"43,300",--
6395,"7,470","26,090"
6396,"40,600","47,500"
6397,"34,900","61,300"
6398,"7,590",--
6399,"13,020",--
6400,"12,000",--
6401,"24,000",--
6402,"24,125","24,125"
6403,"11,000",--
6404,"25,500",--
6405,"31,000",--
6406,"26,500",--
6407,"21,200",--
6408,"10,300","26,090"
6409,"38,000","47,500"
6410,"52,000","52,000"
6411,"6,400",--
6412,--,--
6413,"7,590",--
6414,--,--
6415,"18,440",--
6416,"13,020",--
6417,--,--
6418,"12,000","12,600"
6419,"24,000","40,000"
6420,"42,500",--
6421,--,--
6422,"12,050",--
6423,"24,125","18,125"
6424,"8,750",--
6425,--,--
6426,"25,500",--
6427,"31,000",--
6428,"42,000","47,500"
6429,"21,200",--
6430,"17,100",--
6431,"72,500",--
6432,"29,900",--
6433,"3,700",--
6434,"29,650",--
6435,"20,000",--
6436,"24,125",--
6437,"10,300",--
6438,--,--
6439,"24,125",--
6440,"2,000","2,000"
6441,"21,440",--
6442,"24,125",--
6443,"1,71,200","38,050"
6444,"54,366","28,400"
6445,"2,44,000",--
6446,"40,000","20,450"
6447,"40,000","20,450"
6448,"1,16,000","90,000"
6449,"31,915",--
6450,"68,000",--
6451,"41,263",--
6452,--,--
6453,"30,000",--
6454,"45,000",--
6455,"40,000",--
6456,"29,000",--
6457,"26,218","36,301"
6458,--,--
6459,--,--
6460,"6,000",--
6461,"6,000",--
6462,"7,095","7,195"
6463,"17,500",--
6464,"6,000","6,000"
6465,"74,718","23,301"
6466,"60,000",--
6467,--,--
6468,"55,850",--
6469,"55,850",--
6470,"66,000",--
6471,--,--
6472,--,--
6473,--,--
6474,"49,850",--
6475,"24,925","9,975"
6476,"3,760","2,760"
6477,"26,218","25,901"
6478,"44,300","11,350"
6479,"1,360","1,558"
6480,"65,986",--
6481,"28,400",--
6482,"30,000","25,000"
6483,"26,000",--
6484,--,--
6485,--,--
6486,--,--
6487,--,--
6488,"1,590",--
6489,--,--
6490,"2,360","20,270"
6491,--,--
6492,--,--
6493,"50,000","25,000"
6494,"75,000","1,25,000"
6495,--,--
6496,"1,488",--
6497,--,--
6498,"20,000",--
6499,"23,718","23,301"
6500,"1,660","1,628"
6501,--,--
6502,--,--
6503,--,--
6504,--,--
6505,"1,530",--
6506,--,--
6507,"4,200","20,250"
6508,--,--
6509,"9,975","11,425"
6510,"1,488",--
6511,--,--
6512,"23,901","20,718"
6513,"1,360",--
6514,"28,400",--
6515,"50,500",--
6516,--,--
6517,--,--
6518,--,--
6519,--,--
6520,"1,530",--
6521,--,--
6522,"2,360",--
6523,"8,268",--
6524,--,--
6525,--,--
6526,"11,425",--
6527,--,--
6528,"1,09,400",--
6529,"15,000","45,000"
6530,"69,370","70,750"
6531,--,--
6532,--,--
6533,--,--
6534,"2,760","7,760"
6535,"75,000","75,000"
6536,"16,00,000","34,50,000"
6537,"9,04,000","16,20,000"
6538,--,--
6539,"75,000","75,000"
6540,"20,18,550",--
6541,"75,000","21,50,000"
6542,"20,00,000","6,00,000"
6543,--,--
6544,"1,00,500",--
6545,"40,000","65,000"
6546,"18,68,550","33,50,000"
6547,"3,600",--
6548,"55,000","65,000"
6549,"23,301","23,659"
6550,--,--
6551,"1,50,100","89,800"
6552,"1,30,000","1,11,000"
6553,"2,06,200",--
6554,"12,180","6,751"
6555,"98,000",--
6556,"55,300","5,200"
6557,"6,750",--
6558,"1,50,000","84,000"
6559,"69,800","28,800"
6560,"27,000",--
6561,"58,600",--
6562,"59,300","59,300"
6563,"14,000","18,500"
6564,"31,800","23,100"
6565,"1,00,000","84,000"
6566,"17,000","55,000"
6567,--,--
6568,--,--
6569,"57,400",--
6570,--,--
6571,--,--
6572,--,--
6573,702,--
6574,"49,500","9,800"
6575,"4,000",--
6576,320,--
6577,--,--
6578,968,--
6579,--,--
6580,"80,000","82,000"
6581,--,--
6582,--,--
6583,"50,200",--
6584,--,--
6585,--,--
6586,362,--
6587,"8,800","10,500"
6588,"3,000",--
6589,"28,800",--
6590,"72,000","1,11,000"
6591,--,--
6592,--,--
6593,"46,600",--
6594,--,--
6595,"7,500",--
6596,--,--
6597,360,--
6598,"17,300","17,300"
6599,"2,500",--
6600,--,--
6601,320,--
6602,--,--
6603,968,--
6604,--,--
6605,"6,751",--
6606,"1,00,000","1,11,000"
6607,--,--
6608,--,--
6609,--,--
6610,"95,000","1,85,000"
6611,"11,40,920","10,13,110"
6612,--,--
6613,"2,700",--
6614,"51,300",--
6615,"84,000","90,000"
6616,"39,900",--
6617,"2,60,000","1,74,000"
6618,"1,39,400","82,900"
6619,"2,25,000",--
6620,--,--
6621,"4,280",--
6622,"2,75,000","40,000"
6623,"1,30,000","60,000"
6624,"1,18,000","1,62,000"
6625,"66,000","1,62,000"
6626,"2,75,000","1,28,000"
6627,"19,822","16,102"
6628,"55,000",--
6629,"32,500","42,500"
6630,"1,22,000","1,16,000"
6631,"66,000",--
6632,"43,000","1,00,000"
6633,"1,22,000","1,00,000"
6634,"23,200","26,900"
6635,"1,18,000",--
6636,"1,00,000","98,000"
6637,--,--
6638,--,--
6639,"1,792",--
6640,"1,00,000",--
6641,"7,852","7,282"
6642,"32,500","40,000"
6643,"52,000","76,000"
6644,"45,000","55,000"
6645,"57,700","68,400"
6646,"1,18,000","1,42,000"
6647,"1,692",--
6648,"19,822","7,852"
6649,"52,000","70,000"
6650,"55,000","38,000"
6651,"54,000","57,700"
6652,"23,200",--
6653,"1,18,000","1,42,000"
6654,--,--
6655,"1,592",--
6656,"5,230","7,282"
6657,"12,000",--
6658,--,--
6659,"78,000",--
6660,"1,10,000","55,000"
6661,--,--
6662,"7,030","16,102"
6663,"17,00,000","98,000"
6664,"1,00,000",--
6665,"40,000","50,000"
6666,--,--
6667,"1,50,000","2,20,000"
6668,--,--
6669,"1,76,000",--
6670,"78,000",--
6671,"15,262","16,102"
6672,"1,47,700","89,400"
6673,"1,87,945","21,795"
6674,"69,200","75,900"
6675,"63,000",--
6676,"2,980","5,500"
6677,"61,250","61,250"
6678,--,--
6679,"1,60,000","1,60,000"
6680,"6,250",--
6681,"30,450",--
6682,"40,000","1,00,000"
6683,"18,000","31,000"
6684,"22,150",--
6685,"2,980","2,980"
6686,--,--
6687,"21,795",--
6688,--,--
6689,"4,320",--
6690,"3,201",--
6691,--,--
6692,--,--
6693,--,--
6694,"10,375",--
6695,"2,745",--
6696,--,--
6697,"88,100","92,800"
6698,"4,021",--
6699,"40,000","40,000"
6700,--,--
6701,"34,350","5,375"
6702,--,--
6703,"10,000","15,000"
6704,"31,000",--
6705,--,--
6706,"13,400","15,900"
6707,--,--
6708,"3,220",--
6709,--,--
6710,--,--
6711,"6,375",--
6712,"2,245",--
6713,--,--
6714,--,--
6715,"5,000",--
6716,"10,000","20,000"
6717,"10,000","20,000"
6718,"2,880","4,650"
6719,"20,000","20,000"
6720,"17,450","22,150"
6721,--,--
6722,--,--
6723,"20,000","80,000"
6724,--,--
6725,"80,000","2,40,000"
6726,--,--
6727,--,--
6728,"80,000","1,80,000"
6729,"1,36,500","82,500"
6730,"29,000",--
6731,"5,550",--
6732,"39,150","43,000"
6733,"44,560","33,950"
6734,"28,000","1,14,450"
6735,"41,000",--
6736,"33,750","9,850"
6737,--,--
6738,--,--
6739,"42,500",--
6740,"12,320",--
6741,--,--
6742,"11,700","13,470"
6743,"4,740",--
6744,"10,150","16,020"
6745,--,--
6746,"8,880",--
6747,"22,000","3,520"
6748,"23,400","41,000"
6749,"23,120",--
6750,"10,700",--
6751,"16,020","7,120"
6752,"3,520",--
6753,--,--
6754,"23,400","41,000"
6755,"41,600","38,700"
6756,--,--
6757,"12,210",--
6758,--,--
6759,"9,700","8,010"
6760,"16,870",--
6761,"7,220","16,020"
6762,"8,280",--
6763,--,--
6764,"3,520",--
6765,"7,930","12,500"
6766,"38,200",--
6767,"69,150",--
6768,--,--
6769,--,--
